# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2301334	2301894	+	WP_061795469.1	WP_061795469.1		YniB family protein			CKW09_RS10900	561	186	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2301933	2302802	-							CKW09_RS10905	870		old_locus_tag=SAMEA4384070_02185
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2301933	2302802	-	WP_061795470.1	WP_061795470.1		fructosamine kinase family protein			CKW09_RS10905	870	289	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2303018	2303878	-							CKW09_RS10910	861		old_locus_tag=SAMEA4384070_02186
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2303018	2303878	-	WP_095097215.1	WP_095097215.1		metal ABC transporter permease			CKW09_RS10910	861	286	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2303878	2304738	-							CKW09_RS10915	861		old_locus_tag=SAMEA4384070_02187
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2303878	2304738	-	WP_095097218.1	WP_095097218.1		metal ABC transporter permease			CKW09_RS10915	861	286	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2304738	2305628	-							CKW09_RS10920	891		old_locus_tag=SAMEA4384070_02188
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2304738	2305628	-	WP_061795473.1	WP_061795473.1		manganese/iron ABC transporter ATP-binding protein			CKW09_RS10920	891	296	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2305625	2306569	-							CKW09_RS10925	945		old_locus_tag=SAMEA4384070_02189
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2305625	2306569	-	WP_095097221.1	WP_095097221.1		metal ABC transporter substrate-binding protein			CKW09_RS10925	945	314	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2306702	2307001	-					ghoS		CKW09_RS10930	300		old_locus_tag=SAMEA4384070_02190
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2306702	2307001	-	WP_061795475.1	WP_061795475.1		type V toxin-antitoxin system endoribonuclease antitoxin GhoS	ghoS		CKW09_RS10930	300	99	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2307111	2307779	+							CKW09_RS10935	669		old_locus_tag=SAMEA4384070_02191
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2307111	2307779	+	WP_061795476.1	WP_061795476.1		transglycosylase SLT domain-containing protein			CKW09_RS10935	669	222	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2308088	2308813	+							CKW09_RS10940	726		old_locus_tag=SAMEA4384070_02192
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2308088	2308813	+	WP_061795477.1	WP_061795477.1		gluconate 2-dehydrogenase subunit 3 family protein			CKW09_RS10940	726	241	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2308816	2310597	+							CKW09_RS10945	1782		old_locus_tag=SAMEA4384070_02193
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2308816	2310597	+	WP_095097224.1	WP_095097224.1		GMC family oxidoreductase			CKW09_RS10945	1782	593	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2310610	2311947	+							CKW09_RS10950	1338		old_locus_tag=SAMEA4384070_02194
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2310610	2311947	+	WP_095097227.1	WP_095097227.1		cytochrome c			CKW09_RS10950	1338	445	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2312208	2313494	+							CKW09_RS10955	1287		old_locus_tag=SAMEA4384070_02195
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2312208	2313494	+	WP_061795531.1	WP_061795531.1		hypothetical protein			CKW09_RS10955	1287	428	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2313832	2315439	+							CKW09_RS10960	1608		old_locus_tag=SAMEA4384070_02196
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2313832	2315439	+	WP_115939799.1	WP_115939799.1		hypothetical protein			CKW09_RS10960	1608	535	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2315562	2316251	-							CKW09_RS10965	690		old_locus_tag=SAMEA4384070_02197
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2315562	2316251	-	WP_095097232.1	WP_095097232.1		MarC family NAAT transporter			CKW09_RS10965	690	229	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2316473	2317096	+							CKW09_RS10970	624		old_locus_tag=SAMEA4384070_02198
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2316473	2317096	+	WP_061795481.1	WP_061795481.1		hypothetical protein			CKW09_RS10970	624	207	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2317321	2319249	+					thrS		CKW09_RS10975	1929		old_locus_tag=SAMEA4384070_02199
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2317321	2319249	+	WP_061795482.1	WP_061795482.1		threonine--tRNA ligase	thrS		CKW09_RS10975	1929	642	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2319253	2319804	+					infC		CKW09_RS10980	552		
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2319253	2319804	+	WP_071586675.1	WP_071586675.1		translation initiation factor IF-3	infC		CKW09_RS10980	552	183	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2319903	2320100	+					rpmI		CKW09_RS10985	198		old_locus_tag=SAMEA4384070_02201
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2319903	2320100	+	WP_004931418.1	WP_004931418.1		50S ribosomal protein L35	rpmI		CKW09_RS10985	198	65	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2320144	2320500	+					rplT		CKW09_RS10990	357		old_locus_tag=SAMEA4384070_02202
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2320144	2320500	+	WP_004931417.1	WP_004931417.1		50S ribosomal protein L20	rplT		CKW09_RS10990	357	118	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2320618	2320662	+					pheM		CKW09_RS24790	45		
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2320618	2320662	+	WP_152562850.1	WP_152562850.1		pheST operon leader peptide PheM	pheM		CKW09_RS24790	45	14	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2320939	2321922	+					pheS		CKW09_RS11000	984		old_locus_tag=SAMEA4384070_02204
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2320939	2321922	+	WP_095097235.1	WP_095097235.1		phenylalanine--tRNA ligase subunit alpha	pheS		CKW09_RS11000	984	327	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2321937	2324324	+					pheT		CKW09_RS11005	2388		old_locus_tag=SAMEA4384070_02205
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2321937	2324324	+	WP_095097238.1	WP_095097238.1		phenylalanine--tRNA ligase subunit beta	pheT		CKW09_RS11005	2388	795	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2324329	2324625	+					ihfA		CKW09_RS11010	297		old_locus_tag=SAMEA4384070_02206
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2324329	2324625	+	WP_004943604.1	WP_004943604.1		integration host factor subunit alpha	ihfA		CKW09_RS11010	297	98	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2324791	2324940	-							CKW09_RS24720	150		old_locus_tag=SAMEA4384070_02207
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2324791	2324940	-	WP_165283070.1	WP_165283070.1		hypothetical protein			CKW09_RS24720	150	49	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2325170	2325613	+							CKW09_RS11015	444		old_locus_tag=SAMEA4384070_02208
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2325170	2325613	+	WP_061795485.1	WP_061795485.1		DUF2502 domain-containing protein			CKW09_RS11015	444	147	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2325789	2326796	+					btuC		CKW09_RS11020	1008		old_locus_tag=SAMEA4384070_02209
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2325789	2326796	+	WP_061795486.1	WP_061795486.1		vitamin B12 ABC transporter permease BtuC	btuC		CKW09_RS11020	1008	335	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2326839	2327390	+							CKW09_RS11025	552		old_locus_tag=SAMEA4384070_02210
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2326839	2327390	+	WP_061795487.1	WP_061795487.1		glutathione peroxidase			CKW09_RS11025	552	183	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2327397	2328152	+					btuD		CKW09_RS11030	756		old_locus_tag=SAMEA4384070_02211
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2327397	2328152	+	WP_061795488.1	WP_061795488.1		vitamin B12 ABC transporter ATP-binding protein BtuD	btuD		CKW09_RS11030	756	251	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2328552	2329706	+					arnB		CKW09_RS11035	1155		old_locus_tag=SAMEA4384070_02212
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2328552	2329706	+	WP_061795489.1	WP_061795489.1		UDP-4-amino-4-deoxy-L-arabinose aminotransferase	arnB		CKW09_RS11035	1155	384	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2329693	2330673	+					arnC		CKW09_RS11040	981		old_locus_tag=SAMEA4384070_02213
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2329693	2330673	+	WP_061795490.1	WP_061795490.1		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	arnC		CKW09_RS11040	981	326	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2330673	2332655	+					arnA		CKW09_RS11045	1983		old_locus_tag=SAMEA4384070_02214
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2330673	2332655	+	WP_061795532.1	WP_061795532.1		bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	arnA		CKW09_RS11045	1983	660	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2332652	2333557	+							CKW09_RS11050	906		old_locus_tag=SAMEA4384070_02215
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2332652	2333557	+	WP_061795491.1	WP_061795491.1		4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase			CKW09_RS11050	906	301	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2333554	2335218	+					arnT		CKW09_RS11055	1665		old_locus_tag=SAMEA4384070_02216
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2333554	2335218	+	WP_095097241.1	WP_095097241.1		lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	arnT		CKW09_RS11055	1665	554	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2335215	2335559	+					arnE		CKW09_RS11060	345		old_locus_tag=SAMEA4384070_02217
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2335215	2335559	+	WP_095097244.1	WP_095097244.1		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	arnE		CKW09_RS11060	345	114	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2335556	2335948	+					arnF		CKW09_RS11065	393		old_locus_tag=SAMEA4384070_02218
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2335556	2335948	+	WP_061795494.1	WP_061795494.1		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	arnF		CKW09_RS11065	393	130	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2336121	2336585	+							CKW09_RS11070	465		old_locus_tag=SAMEA4384070_02219
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2336121	2336585	+	WP_061795495.1	WP_061795495.1		NlpC/P60 family protein			CKW09_RS11070	465	154	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2336643	2337656	+							CKW09_RS11075	1014		old_locus_tag=SAMEA4384070_02220
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2336643	2337656	+	WP_095100129.1	WP_095100129.1		lipoate--protein ligase A			CKW09_RS11075	1014	337	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2338194	2338934	+							CKW09_RS11080	741		old_locus_tag=SAMEA4384070_02221
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2338194	2338934	+	WP_061795496.1	WP_061795496.1		EAL domain-containing protein			CKW09_RS11080	741	246	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2339176	2340618	+							CKW09_RS11085	1443		old_locus_tag=SAMEA4384070_02222
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2339176	2340618	+	WP_095097247.1	WP_095097247.1		YdiU family protein			CKW09_RS11085	1443	480	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2340654	2341439	-							CKW09_RS11090	786		old_locus_tag=SAMEA4384070_02223
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2340654	2341439	-	WP_061795498.1	WP_061795498.1		heme ABC transporter ATP-binding protein			CKW09_RS11090	786	261	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2341432	2342436	-							CKW09_RS11095	1005		old_locus_tag=SAMEA4384070_02224
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2341432	2342436	-	WP_061795499.1	WP_061795499.1		iron ABC transporter permease			CKW09_RS11095	1005	334	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2342436	2343266	-							CKW09_RS11100	831		old_locus_tag=SAMEA4384070_02225
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2342436	2343266	-	WP_095097250.1	WP_095097250.1		ABC transporter substrate-binding protein			CKW09_RS11100	831	276	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2343263	2344300	-							CKW09_RS11105	1038		old_locus_tag=SAMEA4384070_02226
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2343263	2344300	-	WP_061795501.1	WP_061795501.1		hemin-degrading factor			CKW09_RS11105	1038	345	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2344367	2346454	-							CKW09_RS11110	2088		old_locus_tag=SAMEA4384070_02227
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2344367	2346454	-	WP_095097253.1	WP_095097253.1		TonB-dependent hemoglobin/transferrin/lactoferrin family receptor			CKW09_RS11110	2088	695	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2346548	2346736	-							CKW09_RS11115	189		old_locus_tag=SAMEA4384070_02228
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2346548	2346736	-	WP_095097255.1	WP_095097255.1		hemin uptake protein HemP			CKW09_RS11115	189	62	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2346900	2347385	-							CKW09_RS11120	486		old_locus_tag=SAMEA4384070_02229
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2346900	2347385	-	WP_061795503.1	WP_061795503.1		glutathione peroxidase			CKW09_RS11120	486	161	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2347488	2348534	-							CKW09_RS11125	1047		old_locus_tag=SAMEA4384070_02230
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2347488	2348534	-	WP_061795504.1	WP_061795504.1		3-deoxy-7-phosphoheptulonate synthase			CKW09_RS11125	1047	348	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2348725	2349597	-							CKW09_RS11130	873		old_locus_tag=SAMEA4384070_02231
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2348725	2349597	-	WP_161990697.1	WP_161990697.1		kinase/pyrophosphorylase			CKW09_RS11130	873	290	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2350057	2352435	+					ppsA		CKW09_RS11140	2379		old_locus_tag=SAMEA4384070_02232
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2350057	2352435	+	WP_061795506.1	WP_061795506.1		phosphoenolpyruvate synthase	ppsA		CKW09_RS11140	2379	792	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2352922	2354022	-					ydiK		CKW09_RS11145	1101		old_locus_tag=SAMEA4384070_02234
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2352922	2354022	-	WP_061795507.1	WP_061795507.1		AI-2E family transporter YdiK	ydiK		CKW09_RS11145	1101	366	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2354276	2357332	+							CKW09_RS11150	3057		old_locus_tag=SAMEA4384070_02235
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2354276	2357332	+	WP_061795508.1	WP_061795508.1		FAD-binding oxidoreductase			CKW09_RS11150	3057	1018	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2357329	2357745	+					menI		CKW09_RS11155	417		old_locus_tag=SAMEA4384070_02236
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2357329	2357745	+	WP_073970241.1	WP_073970241.1		1,4-dihydroxy-2-naphthoyl-CoA hydrolase	menI		CKW09_RS11155	417	138	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2357905	2358255	+							CKW09_RS11160	351		old_locus_tag=SAMEA4384070_02237
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2357905	2358255	+	WP_061795536.1	WP_061795536.1		metalloregulator ArsR/SmtB family transcription factor			CKW09_RS11160	351	116	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2358364	2359647	+							CKW09_RS11165	1284		old_locus_tag=SAMEA4384070_02238
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2358364	2359647	+	WP_061795509.1	WP_061795509.1		arsenic transporter			CKW09_RS11165	1284	427	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2359716	2360144	+					arsC		CKW09_RS11170	429		old_locus_tag=SAMEA4384070_02239
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2359716	2360144	+	WP_095097258.1	WP_095097258.1		glutaredoxin-dependent arsenate reductase	arsC		CKW09_RS11170	429	142	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2360742	2362739	-					betT		CKW09_RS11175	1998		old_locus_tag=SAMEA4384070_02240
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2360742	2362739	-	WP_095097261.1	WP_095097261.1		choline BCCT transporter BetT	betT		CKW09_RS11175	1998	665	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2363283	2364779	+							CKW09_RS11180	1497		old_locus_tag=SAMEA4384070_02241
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2363283	2364779	+	WP_095097264.1	WP_095097264.1		alanine:cation symporter family protein			CKW09_RS11180	1497	498	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2364850	2365254	-							CKW09_RS11185	405		old_locus_tag=SAMEA4384070_02242
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2364850	2365254	-	WP_061795537.1	WP_061795537.1		hypothetical protein			CKW09_RS11185	405	134	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2365809	2366180	+					sufA		CKW09_RS11190	372		old_locus_tag=SAMEA4384070_02243
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2365809	2366180	+	WP_061795512.1	WP_061795512.1		Fe-S cluster assembly scaffold SufA	sufA		CKW09_RS11190	372	123	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2366195	2367691	+					sufB		CKW09_RS11195	1497		old_locus_tag=SAMEA4384070_02244
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2366195	2367691	+	WP_061795538.1	WP_061795538.1		Fe-S cluster assembly protein SufB	sufB		CKW09_RS11195	1497	498	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2367734	2368480	+					sufC		CKW09_RS11200	747		old_locus_tag=SAMEA4384070_02245
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2367734	2368480	+	WP_061795513.1	WP_061795513.1		Fe-S cluster assembly ATPase SufC	sufC		CKW09_RS11200	747	248	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2368455	2369741	+					sufD		CKW09_RS11205	1287		old_locus_tag=SAMEA4384070_02246
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2368455	2369741	+	WP_095097267.1	WP_095097267.1		Fe-S cluster assembly protein SufD	sufD		CKW09_RS11205	1287	428	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2369738	2370964	+					sufS		CKW09_RS11210	1227		old_locus_tag=SAMEA4384070_02247
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2369738	2370964	+	WP_095097270.1	WP_095097270.1		cysteine desulfurase SufS	sufS		CKW09_RS11210	1227	408	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2371001	2371417	+					sufE		CKW09_RS11215	417		old_locus_tag=SAMEA4384070_02248
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2371001	2371417	+	WP_061795516.1	WP_061795516.1		cysteine desulfuration protein SufE	sufE		CKW09_RS11215	417	138	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2371715	2372731	+							CKW09_RS11220	1017		old_locus_tag=SAMEA4384070_02249
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2371715	2372731	+	WP_061795517.1	WP_061795517.1		L,D-transpeptidase family protein			CKW09_RS11220	1017	338	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2372856	2373092	-							CKW09_RS11225	237		old_locus_tag=SAMEA4384070_02250
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2372856	2373092	-	WP_061795518.1	WP_061795518.1		major outer membrane lipoprotein			CKW09_RS11225	237	78	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2373401	2374813	-					pykF		CKW09_RS11230	1413		old_locus_tag=SAMEA4384070_02251
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2373401	2374813	-	WP_061795519.1	WP_061795519.1		pyruvate kinase PykF	pykF		CKW09_RS11230	1413	470	
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375209	2375514	-							CKW09_RS11235	306		old_locus_tag=SAMEA4384070_02252
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375209	2375514	-	WP_095097273.1	WP_095097273.1		cupin domain-containing protein			CKW09_RS11235	306	101	
gene	tRNA	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375633	2375709	-							CKW09_RS11240	77		old_locus_tag=SAMEA4384070_02253
tRNA		GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375633	2375709	-				tRNA-Val			CKW09_RS11240	77		anticodon=GAC
gene	tRNA	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375729	2375805	-							CKW09_RS11245	77		old_locus_tag=SAMEA4384070_02254
tRNA		GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375729	2375805	-				tRNA-Val			CKW09_RS11245	77		anticodon=GAC
gene	tRNA	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375826	2375902	-							CKW09_RS11250	77		old_locus_tag=SAMEA4384070_02255
tRNA		GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2375826	2375902	-				tRNA-Val			CKW09_RS11250	77		anticodon=GAC
gene	protein_coding	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2376093	2377469	-							CKW09_RS11255	1377		old_locus_tag=SAMEA4384070_02256
CDS	with_protein	GCF_900187015.1	Primary Assembly	chromosome	1	NZ_LT906479.1	2376093	2377469	-	WP_061795539.1	WP_061795539.1		MATE family efflux transporter			CKW09_RS11255	1377	458	
