# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2307618	2307998	+	WP_072055799.1	WP_072055799.1		hypothetical protein		64308061	J0X03_RS10745	381	126	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2309195	2309572	+						64308062	J0X03_RS10750	378		old_locus_tag=J0X03_10750
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2309195	2309572	+	WP_197777232.1	WP_197777232.1		hypothetical protein		64308062	J0X03_RS10750	378	125	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2309615	2311681	-						64308063	J0X03_RS10755	2067		old_locus_tag=J0X03_10755
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2309615	2311681	-	WP_160204337.1	WP_160204337.1		carbon starvation protein A		64308063	J0X03_RS10755	2067	688	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2312066	2313229	+						64308064	J0X03_RS10760	1164		old_locus_tag=J0X03_10760
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2312066	2313229	+	WP_033643248.1	WP_033643248.1		M20 family metallopeptidase		64308064	J0X03_RS10760	1164	387	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2313260	2314570	+						64308065	J0X03_RS10765	1311		old_locus_tag=J0X03_10765
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2313260	2314570	+	WP_060660651.1	WP_060660651.1		MFS transporter		64308065	J0X03_RS10765	1311	436	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2314645	2316579	-						64308066	J0X03_RS10770	1935		old_locus_tag=J0X03_10770
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2314645	2316579	-	WP_060660652.1	WP_060660652.1		exoribonuclease II		64308066	J0X03_RS10770	1935	644	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2316766	2317293	-					gloA	64308067	J0X03_RS10775	528		old_locus_tag=J0X03_10775
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2316766	2317293	-	WP_019452681.1	WP_019452681.1		lactoylglutathione lyase	gloA	64308067	J0X03_RS10775	528	175	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2317393	2318247	+						64308068	J0X03_RS10780	855		old_locus_tag=J0X03_10780
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2317393	2318247	+	WP_089194821.1	WP_089194821.1		LysR family transcriptional regulator		64308068	J0X03_RS10780	855	284	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2318263	2320569	-						64308069	J0X03_RS10785	2307		old_locus_tag=J0X03_10785
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2318263	2320569	-	WP_160204336.1	WP_160204336.1		FdhF/YdeP family oxidoreductase		64308069	J0X03_RS10785	2307	768	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2320852	2322021	+					dacD	64308070	J0X03_RS10790	1170		old_locus_tag=J0X03_10790
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2320852	2322021	+	WP_046687143.1	WP_046687143.1		serine-type D-Ala-D-Ala carboxypeptidase DacD	dacD	64308070	J0X03_RS10790	1170	389	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2322086	2322991	+						64308071	J0X03_RS10795	906		old_locus_tag=J0X03_10795
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2322086	2322991	+	WP_033643241.1	WP_033643241.1		LysR family transcriptional regulator		64308071	J0X03_RS10795	906	301	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2323080	2323628	-						64308072	J0X03_RS10800	549		old_locus_tag=J0X03_10800
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2323080	2323628	-	WP_033643240.1	WP_033643240.1		inclusion body family protein		64308072	J0X03_RS10800	549	182	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2324080	2325264	-						64308073	J0X03_RS10805	1185		old_locus_tag=J0X03_10805
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2324080	2325264	-	WP_047575019.1	WP_047575019.1		peroxidase-related enzyme		64308073	J0X03_RS10805	1185	394	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2325281	2325538	+						64308074	J0X03_RS10810	258		old_locus_tag=J0X03_10810
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2325281	2325538	+	WP_004930590.1	WP_004930590.1		hypothetical protein		64308074	J0X03_RS10810	258	85	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2325684	2326496	-					sapF	64308075	J0X03_RS10815	813		old_locus_tag=J0X03_10815
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2325684	2326496	-	WP_016927550.1	WP_016927550.1		peptide ABC transporter ATP-binding protein SapF	sapF	64308075	J0X03_RS10815	813	270	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2326498	2327490	-					sapD	64308076	J0X03_RS10820	993		old_locus_tag=J0X03_10820
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2326498	2327490	-	WP_016927551.1	WP_016927551.1		peptide ABC transporter ATP-binding protein SapD	sapD	64308076	J0X03_RS10820	993	330	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2327490	2328380	-					sapC	64308077	J0X03_RS10825	891		old_locus_tag=J0X03_10825
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2327490	2328380	-	WP_004930580.1	WP_004930580.1		peptide ABC transporter permease SapC	sapC	64308077	J0X03_RS10825	891	296	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2328367	2329332	-					sapB	64308078	J0X03_RS10830	966		old_locus_tag=J0X03_10830
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2328367	2329332	-	WP_004930575.1	WP_004930575.1		putrescine ABC transporter permease SapB	sapB	64308078	J0X03_RS10830	966	321	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2329329	2330978	-					sapA	64308079	J0X03_RS10835	1650		old_locus_tag=J0X03_10835
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2329329	2330978	-	WP_033643238.1	WP_033643238.1		peptide ABC transporter substrate-binding protein SapA	sapA	64308079	J0X03_RS10835	1650	549	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2331183	2332109	+					folE2	64308080	J0X03_RS10840	927		old_locus_tag=J0X03_10840
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2331183	2332109	+	WP_099785786.1	WP_099785786.1		GTP cyclohydrolase FolE2	folE2	64308080	J0X03_RS10840	927	308	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2332099	2332659	+						64308081	J0X03_RS10845	561		old_locus_tag=J0X03_10845
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2332099	2332659	+	WP_033643236.1	WP_033643236.1		carbonate dehydratase		64308081	J0X03_RS10845	561	186	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2332670	2333857	+					zigA	64308082	J0X03_RS10850	1188		old_locus_tag=J0X03_10850
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2332670	2333857	+	WP_033650275.1	WP_033650275.1		zinc metallochaperone GTPase ZigA	zigA	64308082	J0X03_RS10850	1188	395	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2333905	2334153	-						64308083	J0X03_RS10855	249		old_locus_tag=J0X03_10855
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2333905	2334153	-	WP_162997221.1	WP_162997221.1		hypothetical protein		64308083	J0X03_RS10855	249	82	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2334237	2335202	+						64308084	J0X03_RS10860	966		old_locus_tag=J0X03_10860
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2334237	2335202	+	WP_230358685.1	WP_230358685.1		oxidoreductase		64308084	J0X03_RS10860	966	321	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2335266	2336363	+						64308085	J0X03_RS10865	1098		old_locus_tag=J0X03_10865
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2335266	2336363	+	WP_230358670.1	WP_230358670.1		MFS transporter		64308085	J0X03_RS10865	1098	365	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2336519	2337526	-					pspF	64308086	J0X03_RS10870	1008		old_locus_tag=J0X03_10870
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2336519	2337526	-	WP_160204335.1	WP_160204335.1		phage shock protein operon transcriptional activator	pspF	64308086	J0X03_RS10870	1008	335	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2337711	2338376	+					pspA	64308087	J0X03_RS10875	666		old_locus_tag=J0X03_10875
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2337711	2338376	+	WP_004930555.1	WP_004930555.1		phage shock protein PspA	pspA	64308087	J0X03_RS10875	666	221	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2338440	2338667	+					pspB	64308088	J0X03_RS10880	228		old_locus_tag=J0X03_10880
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2338440	2338667	+	WP_004930553.1	WP_004930553.1		envelope stress response membrane protein PspB	pspB	64308088	J0X03_RS10880	228	75	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2338667	2339026	+					pspC	64308089	J0X03_RS10885	360		old_locus_tag=J0X03_10885
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2338667	2339026	+	WP_033643233.1	WP_033643233.1		envelope stress response membrane protein PspC	pspC	64308089	J0X03_RS10885	360	119	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2339124	2339387	+					pspD	64308090	J0X03_RS10890	264		old_locus_tag=J0X03_10890
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2339124	2339387	+	WP_071883554.1	WP_071883554.1		phage shock protein PspD	pspD	64308090	J0X03_RS10890	264	87	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2339408	2341255	-						64308091	J0X03_RS10895	1848		old_locus_tag=J0X03_10895
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2339408	2341255	-	WP_103101519.1	WP_103101519.1		hypothetical protein		64308091	J0X03_RS10895	1848	615	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2341564	2342961	+						64308092	J0X03_RS10900	1398		old_locus_tag=J0X03_10900
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2341564	2342961	+	WP_033650278.1	WP_033650278.1		YcjX family protein		64308092	J0X03_RS10900	1398	465	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2342958	2344019	+						64308093	J0X03_RS10905	1062		old_locus_tag=J0X03_10905
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2342958	2344019	+	WP_060660661.1	WP_060660661.1		YcjF family protein		64308093	J0X03_RS10905	1062	353	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2344333	2345904	+					tyrR	64308094	J0X03_RS10910	1572		old_locus_tag=J0X03_10910
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2344333	2345904	+	WP_033643230.1	WP_033643230.1		transcriptional regulator TyrR	tyrR	64308094	J0X03_RS10910	1572	523	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2345961	2346464	-					tpx	64308095	J0X03_RS10915	504		old_locus_tag=J0X03_10915
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2345961	2346464	-	WP_004930536.1	WP_004930536.1		thiol peroxidase	tpx	64308095	J0X03_RS10915	504	167	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2346690	2347664	+					ycjG	64308096	J0X03_RS10920	975		old_locus_tag=J0X03_10920
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2346690	2347664	+	WP_033643229.1	WP_033643229.1		L-Ala-D/L-Glu epimerase	ycjG	64308096	J0X03_RS10920	975	324	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2347668	2348375	-					mpaA	64308097	J0X03_RS10925	708		old_locus_tag=J0X03_10925
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2347668	2348375	-	WP_033643228.1	WP_033643228.1		murein tripeptide amidase MpaA	mpaA	64308097	J0X03_RS10925	708	235	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2348582	2348932	+						64308098	J0X03_RS10930	351		old_locus_tag=J0X03_10930
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2348582	2348932	+	WP_015378006.1	WP_015378006.1		hypothetical protein		64308098	J0X03_RS10930	351	116	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2349091	2350725	+						64308099	J0X03_RS10935	1635		old_locus_tag=J0X03_10935
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2349091	2350725	+	WP_160880168.1	WP_160880168.1		peptide ABC transporter substrate-binding protein		64308099	J0X03_RS10935	1635	544	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2350884	2351132	-						64308100	J0X03_RS10940	249		old_locus_tag=J0X03_10940
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2350884	2351132	-	WP_004930507.1	WP_004930507.1		hypothetical protein		64308100	J0X03_RS10940	249	82	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2351327	2352418	-						64308101	J0X03_RS10945	1092		old_locus_tag=J0X03_10945
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2351327	2352418	-	WP_160204334.1	WP_160204334.1		hypothetical protein		64308101	J0X03_RS10945	1092	363	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2352370	2353074	-						64308102	J0X03_RS10950	705		old_locus_tag=J0X03_10950
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2352370	2353074	-	WP_160204333.1	WP_160204333.1		hypothetical protein		64308102	J0X03_RS10950	705	234	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2353230	2354213	+					zntB	64308103	J0X03_RS10955	984		old_locus_tag=J0X03_10955
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2353230	2354213	+	WP_160204332.1	WP_160204332.1		zinc transporter ZntB	zntB	64308103	J0X03_RS10955	984	327	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2354431	2354829	-						64308104	J0X03_RS10960	399		old_locus_tag=J0X03_10960
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2354431	2354829	-	WP_033643223.1	WP_033643223.1		VOC family protein		64308104	J0X03_RS10960	399	132	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2354976	2355914	-					ttcA	64308105	J0X03_RS10965	939		old_locus_tag=J0X03_10965
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2354976	2355914	-	WP_033643222.1	WP_033643222.1		tRNA 2-thiocytidine(32) synthetase TtcA	ttcA	64308105	J0X03_RS10965	939	312	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2356241	2357047	+						64308106	J0X03_RS10970	807		old_locus_tag=J0X03_10970
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2356241	2357047	+	WP_089194812.1	WP_089194812.1		helix-turn-helix domain-containing protein		64308106	J0X03_RS10970	807	268	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2357031	2357594	-						64308107	J0X03_RS10975	564		old_locus_tag=J0X03_10975
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2357031	2357594	-	WP_089194811.1	WP_089194811.1		YbhB/YbcL family Raf kinase inhibitor-like protein		64308107	J0X03_RS10975	564	187	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2357795	2361328	-					nifJ	64308108	J0X03_RS10980	3534		old_locus_tag=J0X03_10980
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2357795	2361328	-	WP_103681817.1	WP_103681817.1		pyruvate:ferredoxin (flavodoxin) oxidoreductase	nifJ	64308108	J0X03_RS10980	3534	1177	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2361576	2361908	+					ssmE	64308109	J0X03_RS10985	333		old_locus_tag=J0X03_10985
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2361576	2361908	+	WP_033632935.1	WP_033632935.1		multidrug efflux SMR transporter SsmE	ssmE	64308109	J0X03_RS10985	333	110	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2362408	2362662	+						64308110	J0X03_RS10990	255		old_locus_tag=J0X03_10990
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2362408	2362662	+	WP_015377999.1	WP_015377999.1		DUF333 domain-containing protein		64308110	J0X03_RS10990	255	84	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2362692	2363117	-					hslJ	64308111	J0X03_RS10995	426		old_locus_tag=J0X03_10995
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2362692	2363117	-	WP_033643221.1	WP_033643221.1		heat shock protein HslJ	hslJ	64308111	J0X03_RS10995	426	141	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2363170	2364162	-						64308112	J0X03_RS11000	993		old_locus_tag=J0X03_11000
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2363170	2364162	-	WP_033650287.1	WP_033650287.1		2-hydroxyacid dehydrogenase		64308112	J0X03_RS11000	993	330	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2364606	2367218	+						64308113	J0X03_RS11005	2613		old_locus_tag=J0X03_11005
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2364606	2367218	+	WP_046687126.1	WP_046687126.1		YdbH family protein		64308113	J0X03_RS11005	2613	870	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2367215	2367412	+						64308114	J0X03_RS11010	198		old_locus_tag=J0X03_11010
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2367215	2367412	+	WP_025302979.1	WP_025302979.1		YnbE family lipoprotein		64308114	J0X03_RS11010	198	65	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2367421	2367744	+						64308115	J0X03_RS11015	324		old_locus_tag=J0X03_11015
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2367421	2367744	+	WP_033643218.1	WP_033643218.1		YdbL family protein		64308115	J0X03_RS11015	324	107	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2367864	2368469	-					azoR	64308116	J0X03_RS11020	606		old_locus_tag=J0X03_11020
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2367864	2368469	-	WP_015377994.1	WP_015377994.1		FMN-dependent NADH-azoreductase	azoR	64308116	J0X03_RS11020	606	201	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2368739	2372626	+					hrpA	64308117	J0X03_RS11025	3888		old_locus_tag=J0X03_11025
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2368739	2372626	+	WP_129993702.1	WP_129993702.1		ATP-dependent RNA helicase HrpA	hrpA	64308117	J0X03_RS11025	3888	1295	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2372723	2373535	-						64308118	J0X03_RS11030	813		old_locus_tag=J0X03_11030
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2372723	2373535	-	WP_046687125.1	WP_046687125.1		serine protease		64308118	J0X03_RS11030	813	270	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2373831	2374109	-					asr	64308119	J0X03_RS11035	279		old_locus_tag=J0X03_11035
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2373831	2374109	-	WP_033643216.1	WP_033643216.1		acid resistance repetitive basic protein Asr	asr	64308119	J0X03_RS11035	279	92	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2374295	2375200	+						64308120	J0X03_RS11040	906		old_locus_tag=J0X03_11040
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2374295	2375200	+	WP_033643215.1	WP_033643215.1		alpha/beta hydrolase		64308120	J0X03_RS11040	906	301	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2375371	2376870	-						64308121	J0X03_RS11045	1500		old_locus_tag=J0X03_11045
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2375371	2376870	-	WP_069100969.1	WP_069100969.1		carboxypeptidase M32		64308121	J0X03_RS11045	1500	499	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2376906	2378210	-					rstB	64308122	J0X03_RS11050	1305		old_locus_tag=J0X03_11050
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2376906	2378210	-	WP_033643213.1	WP_033643213.1		two-component system sensor histidine kinase RstB	rstB	64308122	J0X03_RS11050	1305	434	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2378207	2378932	-					rstA	64308123	J0X03_RS11055	726		old_locus_tag=J0X03_11055
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2378207	2378932	-	WP_042784624.1	WP_042784624.1		two-component system response regulator RstA	rstA	64308123	J0X03_RS11055	726	241	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2379008	2379730	-					folM	64308124	J0X03_RS11060	723		old_locus_tag=J0X03_11060
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2379008	2379730	-	WP_033643212.1	WP_033643212.1		dihydromonapterin reductase	folM	64308124	J0X03_RS11060	723	240	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2379914	2380324	+						64308125	J0X03_RS11065	411		old_locus_tag=J0X03_11065
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2379914	2380324	+	WP_069100967.1	WP_069100967.1		hypothetical protein		64308125	J0X03_RS11065	411	136	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2380424	2380819	-						64308126	J0X03_RS11070	396		old_locus_tag=J0X03_11070
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2380424	2380819	-	WP_033643210.1	WP_033643210.1		pyridoxamine 5'-phosphate oxidase family protein		64308126	J0X03_RS11070	396	131	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2380851	2381336	-						64308127	J0X03_RS11075	486		old_locus_tag=J0X03_11075
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2380851	2381336	-	WP_069100966.1	WP_069100966.1		hypothetical protein		64308127	J0X03_RS11075	486	161	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2381558	2382949	-						64308128	J0X03_RS11080	1392		old_locus_tag=J0X03_11080
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2381558	2382949	-	WP_033643208.1	WP_033643208.1		amino acid permease		64308128	J0X03_RS11080	1392	463	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2383007	2383201	+						64308129	J0X03_RS11085	195		old_locus_tag=J0X03_11085
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2383007	2383201	+	WP_127897184.1	WP_127897184.1		hypothetical protein		64308129	J0X03_RS11085	195	64	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2383194	2384144	-					ydgH	64308130	J0X03_RS11090	951		old_locus_tag=J0X03_11090
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2383194	2384144	-	WP_025302966.1	WP_025302966.1		DUF1471 family protein YdgH	ydgH	64308130	J0X03_RS11090	951	316	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2384682	2386211	+					pntA	64308131	J0X03_RS11095	1530		old_locus_tag=J0X03_11095
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2384682	2386211	+	WP_042784620.1	WP_042784620.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	pntA	64308131	J0X03_RS11095	1530	509	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2386222	2387616	+					pntB	64308132	J0X03_RS11100	1395		old_locus_tag=J0X03_11100
CDS	with_protein	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2386222	2387616	+	WP_025159771.1	WP_025159771.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	pntB	64308132	J0X03_RS11100	1395	464	
gene	protein_coding	GCF_017309605.1	Primary Assembly	chromosome		NZ_CP071320.1	2387678	2388640	-					uspE	64308133	J0X03_RS11105	963		old_locus_tag=J0X03_11105
